Student,required_hours,total_hours_completed,attendance_rate,hours_completed_ratio,late_count,absent_count,total_tasks_logged,total_task_hours,number_of_distinct_competencies,hours_software_development,hours_machine_learning_engineering,hours_it_related_research,hours_ux_ui_design,hours_information_security_analysis,hours_networking,hours_technical_support,hours_data_analysis,hours_customer_service,hours_data_entry_management,hours_office_work,total_chatbot_queries,chatbot_queries_last_30_days,weekly_progress_grade,narrative_report_grade,coordinator_eval_grade,supervisor_eval_grade,has_weekly_progress_grade,has_narrative_report_grade,has_coordinator_eval_grade,has_supervisor_eval_grade,final_ojt_grade,risk_level
Student_242,486,307.2,78.3,0.632,0,15,56,255.8,10,36.8,10.2,12.6,47.8,0.0,45.8,26.5,13.0,13.8,45.3,4.0,8,2,74.5,91.6,83.1,74.1,1,1,1,1,79.48,MEDIUM
Student_243,486,96.7,49.1,0.199,0,28,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,50.0,50.0,51.8,50.0,1,1,1,1,50.36,HIGH
Student_244,240,13.8,27.3,0.058,1,24,3,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_245,300,86.7,55.6,0.289,0,16,48,89.1,7,23.3,14.9,0.0,4.0,7.2,16.2,0.0,0.0,10.8,12.8,0.0,4,2,59.2,88.8,89.4,68.0,1,1,1,1,74.68,HIGH
Student_246,300,141.9,54.8,0.473,1,19,32,107.7,5,47.8,10.1,0.0,10.8,0.0,1.5,0.0,37.6,0.0,0.0,0.0,0,0,50.0,74.3,87.2,57.9,1,1,1,1,65.46,HIGH
Student_247,600,90.2,38.2,0.15,3,42,29,104.6,4,0.0,0.0,33.5,29.2,0.0,21.5,20.4,0.0,0.0,0.0,0.0,2,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_248,600,636.9,96.5,1.062,0,3,78,204.4,5,6.9,0.0,0.0,0.0,26.2,0.0,0.0,60.4,75.1,0.0,35.8,22,13,80.1,91.2,92.3,94.8,1,1,1,1,90.64,LOW
Student_249,200,166.9,100.0,0.834,0,0,62,163.1,8,26.5,11.6,23.3,18.1,20.5,47.0,0.0,0.0,0.0,9.2,6.8,4,2,85.3,91.1,78.8,81.5,1,1,1,1,83.64,MEDIUM
Student_250,200,149.9,89.7,0.75,1,3,37,113.0,7,0.0,27.7,0.0,27.8,6.6,5.3,0.0,0.0,2.1,31.2,12.2,5,3,67.4,92.2,84.4,96.9,1,1,1,1,87.56,LOW
Student_251,200,132.1,88.9,0.66,0,3,47,127.0,7,14.0,14.7,9.6,0.0,0.0,32.9,24.7,13.0,0.0,0.0,18.2,3,1,85.9,79.9,68.9,92.5,1,1,1,1,83.94,MEDIUM
Student_252,300,32.7,34.9,0.109,3,28,27,119.2,2,0.0,0.0,0.0,0.0,0.0,49.9,0.0,69.3,0.0,0.0,0.0,4,1,50.0,50.0,50.0,54.0,1,1,1,1,51.6,HIGH
Student_253,300,11.4,20.0,0.038,0,32,13,25.3,3,15.8,0.0,0.0,0.0,4.7,0.0,0.0,4.8,0.0,0.0,0.0,13,5,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_254,200,4.2,10.3,0.021,0,26,3,14.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_255,300,118.9,46.3,0.396,1,22,52,239.2,10,12.0,32.1,21.0,31.4,16.4,8.5,38.7,29.4,20.9,0.0,28.7,15,4,50.8,54.9,68.1,62.9,1,1,1,1,59.92,HIGH
Student_256,400,88.6,53.1,0.221,1,23,17,77.0,6,8.3,18.2,0.0,0.0,10.1,0.7,0.0,6.5,33.2,0.0,0.0,5,1,50.0,70.5,79.3,50.0,1,1,1,1,59.96,HIGH
Student_257,300,55.8,41.5,0.186,1,24,64,161.5,6,0.0,15.8,0.0,35.3,10.2,0.0,18.6,45.2,36.4,0.0,0.0,4,1,50.0,54.0,53.3,56.4,1,1,1,1,54.02,HIGH
Student_258,400,71.0,35.4,0.178,0,31,26,59.8,4,0.0,32.5,0.0,0.0,5.2,0.0,0.0,0.0,12.0,10.1,0.0,5,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_259,240,9.4,20.7,0.039,1,23,9,40.1,1,0.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,7,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_260,200,167.6,82.1,0.838,1,5,70,334.5,9,0.0,0.0,19.7,45.2,9.1,89.8,16.8,1.1,26.0,34.6,92.2,13,5,84.2,77.0,72.0,78.7,1,1,1,1,78.12,MEDIUM
Student_261,600,84.6,29.8,0.141,2,59,27,82.1,3,0.0,33.3,0.0,0.0,0.0,0.0,33.8,15.0,0.0,0.0,0.0,9,2,50.0,50.0,50.0,50.9,1,1,1,1,50.36,HIGH
Student_262,486,169.0,55.9,0.348,2,30,32,100.4,3,8.9,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,3,2,50.0,57.7,66.1,65.8,1,1,1,1,61.08,HIGH
Student_263,240,192.0,93.5,0.8,0,2,36,132.7,5,7.8,0.0,44.1,2.0,2.4,0.0,76.5,0.0,0.0,0.0,0.0,8,4,82.8,97.2,98.5,85.2,1,1,1,1,89.78,LOW
Student_264,200,180.2,92.0,0.901,0,2,47,107.7,5,22.3,0.0,0.0,19.9,0.0,0.0,18.2,26.0,21.3,0.0,0.0,12,5,99.6,100.0,90.5,96.5,1,1,1,1,96.62,LOW
Student_265,400,218.4,85.2,0.546,5,8,25,53.8,2,0.0,0.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,27,15,50.0,78.7,83.4,81.8,1,1,1,1,75.14,MEDIUM
Student_266,600,29.6,17.9,0.049,1,69,14,53.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8,0.0,0.0,3,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_267,600,14.6,27.5,0.024,1,58,8,18.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,2,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_268,200,106.3,70.4,0.532,0,8,42,129.1,9,29.5,8.9,12.5,9.7,0.0,37.1,10.5,6.8,2.6,0.0,11.6,5,1,50.0,50.0,50.0,72.9,1,1,1,1,59.16,HIGH
Student_269,486,134.9,61.7,0.278,4,23,67,226.0,9,9.5,28.6,54.6,41.1,10.6,0.0,23.8,11.8,21.7,24.3,0.0,12,3,62.6,50.0,50.0,68.7,1,1,1,1,60.0,HIGH
Student_270,240,113.0,82.8,0.471,0,5,43,158.7,10,22.1,0.0,9.3,20.4,10.0,11.4,29.3,14.9,27.5,8.7,4.9,29,6,56.5,69.5,56.9,76.2,1,1,1,1,67.06,HIGH
Student_271,600,169.3,54.8,0.282,2,38,13,57.3,3,0.0,8.5,0.0,0.0,0.0,27.9,21.0,0.0,0.0,0.0,0.0,4,1,50.0,63.5,59.4,0.0,1,1,1,0,34.58,HIGH
Student_272,400,232.3,68.5,0.581,1,17,34,59.5,2,43.6,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,11,7,54.1,88.5,78.5,87.8,1,1,1,1,79.34,MEDIUM
Student_273,240,29.1,37.0,0.121,0,17,16,31.2,4,0.0,0.0,22.0,0.0,0.0,0.1,0.0,3.3,0.0,5.8,0.0,2,0,50.0,62.4,62.4,50.0,1,1,1,1,54.96,HIGH
Student_274,200,83.8,60.0,0.419,0,10,26,90.9,8,4.3,6.5,18.3,11.9,0.0,7.5,19.5,4.0,0.0,0.0,18.8,7,4,50.5,86.6,84.5,71.4,1,1,1,1,72.88,HIGH
Student_275,200,38.8,52.0,0.194,1,12,25,92.3,3,0.0,21.2,27.4,0.0,0.0,0.0,43.7,0.0,0.0,0.0,0.0,5,2,50.0,68.9,62.5,57.1,1,1,1,1,59.12,HIGH
Student_276,300,157.3,69.2,0.524,0,12,74,129.6,8,8.1,15.4,0.0,6.1,16.2,45.1,14.7,0.0,0.6,23.4,0.0,4,2,75.7,86.5,92.8,93.8,1,1,1,1,88.52,LOW
Student_277,200,140.8,86.2,0.704,1,4,51,81.7,5,21.3,1.6,5.6,0.0,0.0,26.9,0.0,0.0,0.0,0.0,26.3,4,2,83.8,68.0,79.2,100.0,1,1,1,1,86.2,LOW
Student_278,486,239.4,64.8,0.493,1,25,45,203.5,8,9.2,21.9,0.0,65.3,24.5,0.0,47.3,0.0,4.4,27.8,3.1,20,5,53.6,55.2,51.1,74.0,1,1,1,1,61.58,HIGH
Student_279,600,316.7,90.8,0.528,0,7,71,258.8,6,38.3,34.8,0.0,15.1,0.0,80.2,5.2,85.2,0.0,0.0,0.0,2,0,88.0,91.9,92.7,89.5,1,1,1,1,90.32,LOW
Student_280,486,45.6,43.1,0.094,2,33,25,119.3,3,0.0,0.0,0.0,72.3,0.0,23.2,0.0,0.0,0.0,0.0,23.8,6,4,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_281,400,92.2,54.9,0.23,3,23,18,57.3,4,0.0,0.0,15.8,0.0,0.0,3.1,0.0,0.0,0.0,13.8,24.7,17,6,50.0,65.0,55.2,66.5,1,1,1,1,60.64,HIGH
Student_282,600,9.4,11.8,0.016,1,67,4,19.2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.3,0.0,12.5,3,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_283,400,222.2,88.5,0.556,2,6,32,59.2,8,15.4,0.0,4.0,3.5,4.4,0.0,0.0,6.9,11.9,3.9,9.3,18,10,52.5,96.1,92.4,78.4,1,1,1,1,79.56,MEDIUM
Student_284,486,327.3,78.9,0.673,0,15,56,121.1,8,16.7,30.8,2.6,12.0,0.0,0.0,33.9,2.1,10.8,12.2,0.0,5,1,69.9,75.1,70.1,82.2,1,1,1,1,75.9,MEDIUM
Student_285,240,124.5,71.0,0.519,0,9,38,173.6,9,13.4,7.4,29.1,8.5,69.0,19.7,2.7,5.6,0.0,0.0,18.1,4,1,61.6,82.4,82.2,92.2,1,1,1,1,82.12,MEDIUM
Student_286,600,161.9,59.3,0.27,8,35,20,99.9,4,0.0,28.4,0.0,0.0,0.0,11.0,0.0,38.7,21.7,0.0,0.0,15,3,50.0,50.0,50.0,61.6,1,1,1,1,54.64,HIGH
Student_287,486,104.7,46.3,0.215,0,29,12,56.1,6,3.6,3.4,0.0,3.0,0.0,12.2,10.4,0.0,0.0,0.0,23.5,3,2,50.0,60.9,72.2,0.0,1,1,1,0,36.62,HIGH
Student_288,240,123.7,68.8,0.515,1,10,18,87.1,5,0.0,0.0,23.0,0.0,14.4,34.1,0.0,0.0,0.0,7.2,8.4,3,1,50.0,58.9,65.1,61.0,1,1,1,1,59.2,HIGH
Student_289,486,349.9,86.4,0.72,0,9,43,74.6,7,9.2,6.5,6.1,15.0,1.9,0.0,17.3,0.0,0.0,18.4,0.0,7,2,88.5,69.6,77.1,90.5,1,1,1,1,83.24,MEDIUM
Student_290,486,92.1,43.5,0.19,0,35,27,109.1,5,0.0,51.8,0.0,0.0,7.6,0.0,0.0,25.6,18.5,5.7,0.0,17,6,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_291,486,34.7,27.4,0.071,4,45,10,27.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_292,300,28.8,25.7,0.096,0,26,9,15.1,1,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_293,200,80.7,88.0,0.404,1,3,17,62.5,2,50.1,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,50.0,76.2,58.6,68.5,1,1,1,1,64.36,HIGH
Student_294,400,114.3,51.1,0.286,0,23,14,47.9,4,0.0,0.0,19.9,0.0,13.4,7.7,0.0,7.0,0.0,0.0,0.0,5,3,50.0,85.6,82.3,61.3,1,1,1,1,68.1,HIGH
Student_295,200,57.5,53.8,0.288,0,12,17,71.3,3,0.0,0.0,0.0,18.5,0.0,0.0,13.2,39.6,0.0,0.0,0.0,0,0,50.0,57.8,54.4,71.0,1,1,1,1,60.84,HIGH
Student_296,400,48.7,34.6,0.122,0,34,29,47.0,6,0.0,16.1,0.0,0.0,2.1,0.0,2.0,4.3,6.5,15.9,0.0,5,2,50.0,53.5,56.1,0.0,1,1,1,0,31.92,HIGH
Student_297,240,0.0,0.0,0.0,0,33,5,12.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_298,600,172.2,54.1,0.287,2,39,25,86.2,4,0.0,0.0,0.0,0.0,27.0,0.0,0.0,7.1,11.2,40.8,0.0,10,2,50.0,50.0,55.3,0.0,1,1,1,0,31.06,HIGH
Student_299,600,567.6,86.2,0.946,2,11,42,193.2,6,5.8,0.0,0.0,0.0,0.0,10.4,85.3,0.0,47.4,26.8,17.4,16,8,96.0,96.9,100.0,93.0,1,1,1,1,95.78,LOW
Student_300,240,160.7,100.0,0.67,0,0,55,189.7,9,0.8,3.8,30.8,14.0,10.3,24.4,0.0,70.5,20.9,0.0,14.3,7,4,95.2,100.0,89.8,92.3,1,1,1,1,93.92,LOW
Student_301,300,92.2,51.2,0.307,1,20,13,55.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,48.0,27,18,50.0,53.5,64.2,57.9,1,1,1,1,56.7,HIGH
Student_302,600,148.7,52.9,0.248,1,33,62,296.6,8,76.5,10.6,19.9,0.0,89.9,0.0,14.3,0.0,31.2,31.5,22.7,3,0,50.0,61.6,74.1,63.8,1,1,1,1,62.66,HIGH
Student_303,200,44.6,40.7,0.223,0,16,73,327.2,10,21.7,4.7,16.0,0.0,30.4,25.3,55.7,25.6,40.6,75.7,31.6,5,1,50.0,50.0,50.0,61.4,1,1,1,1,54.56,HIGH
Student_304,200,92.6,56.0,0.463,0,11,64,282.1,5,82.1,83.9,0.0,0.6,0.0,31.8,0.0,83.8,0.0,0.0,0.0,11,3,68.8,75.4,73.1,74.9,1,1,1,1,73.42,HIGH
Student_305,486,22.8,20.7,0.047,2,46,11,43.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_306,200,9.5,20.0,0.048,0,20,12,23.8,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.8,0.0,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_307,240,68.8,70.6,0.287,0,10,31,122.8,2,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3,0.0,4,2,50.0,61.3,50.0,75.6,1,1,1,1,62.5,HIGH
Student_308,600,76.7,38.9,0.128,0,44,5,22.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,4,2,50.0,57.5,50.0,50.0,1,1,1,1,51.5,HIGH
Student_309,240,32.1,35.7,0.134,1,18,10,17.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,6.2,0.0,5,3,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_310,600,128.7,36.0,0.214,4,55,21,87.0,6,0.0,2.9,3.2,52.8,4.4,4.5,0.0,0.0,0.0,19.1,0.0,5,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_311,240,69.4,42.4,0.289,0,19,12,22.6,3,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5,2,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_312,400,187.0,62.1,0.468,0,22,78,244.1,10,12.1,39.8,0.0,33.5,22.4,37.9,20.8,28.3,1.8,12.4,35.0,14,6,50.0,50.1,72.4,71.4,1,1,1,1,63.06,HIGH
Student_313,300,103.8,58.8,0.346,0,14,78,181.7,7,22.9,0.0,0.0,0.0,0.0,10.8,22.7,29.8,27.5,8.3,59.8,6,3,50.0,67.2,60.1,77.4,1,1,1,1,66.42,HIGH
Student_314,240,2.6,6.1,0.011,0,31,4,10.0,3,0.0,0.0,0.0,0.0,0.0,3.4,2.3,0.0,4.3,0.0,0.0,5,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_315,200,28.8,33.3,0.144,1,18,10,32.5,5,0.0,0.0,0.0,5.2,5.5,0.0,9.1,8.4,0.0,4.2,0.0,2,1,50.0,50.0,50.0,53.3,1,1,1,1,51.32,HIGH
Student_316,400,79.7,41.3,0.199,1,27,18,38.5,2,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,37.0,0.0,0.0,2,0,50.0,67.6,76.6,57.0,1,1,1,1,61.64,HIGH
Student_317,600,377.4,82.7,0.629,0,13,36,96.9,8,0.0,3.5,10.6,18.6,6.4,20.7,0.0,10.5,0.0,19.0,7.6,35,23,69.7,93.5,100.0,86.9,1,1,1,1,87.4,LOW
Student_318,400,32.9,23.4,0.082,0,36,20,54.9,3,0.0,0.0,0.0,0.0,0.0,0.0,6.1,25.4,23.4,0.0,0.0,8,1,50.0,58.9,50.3,50.0,1,1,1,1,51.84,HIGH
Student_319,486,49.8,32.4,0.102,4,48,3,7.9,3,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,3.3,0.0,0.0,13,2,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_320,400,248.7,80.0,0.622,0,9,21,83.1,5,0.0,3.5,19.7,3.2,0.0,0.0,0.0,0.0,0.0,30.8,25.9,10,4,56.0,82.4,74.5,60.8,1,1,1,1,66.9,HIGH
Student_321,240,233.8,88.2,0.974,0,4,76,255.6,10,4.4,47.3,48.6,25.5,53.4,0.0,8.1,14.0,11.0,17.9,25.4,7,4,100.0,79.2,77.4,91.1,1,1,1,1,87.76,LOW
Student_322,300,237.3,75.0,0.791,2,11,42,71.3,9,6.1,1.2,10.4,13.9,10.0,8.1,1.3,0.0,6.7,13.7,0.0,7,3,74.3,60.5,73.7,80.9,1,1,1,1,74.06,HIGH
Student_323,600,183.5,63.2,0.306,1,28,32,53.8,4,0.0,0.0,0.0,0.0,10.0,19.5,0.0,0.0,15.2,9.1,0.0,3,1,50.0,58.0,67.8,53.0,1,1,1,1,56.36,HIGH
Student_324,200,69.4,57.7,0.347,1,11,17,57.2,2,0.0,0.0,7.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,50.0,78.6,87.6,50.5,1,1,1,1,63.44,HIGH
Student_325,240,22.4,23.3,0.093,0,23,8,24.3,3,0.0,0.0,1.6,15.2,0.0,0.0,0.0,7.4,0.0,0.0,0.0,14,4,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_326,486,98.1,51.7,0.202,3,29,15,32.4,5,0.0,0.0,4.1,1.0,0.0,4.5,0.5,0.0,22.3,0.0,0.0,1,0,50.0,50.0,50.0,62.5,1,1,1,1,55.0,HIGH
Student_327,240,83.6,63.6,0.348,1,12,32,122.5,5,0.0,0.0,39.7,14.0,0.0,0.0,0.0,11.5,54.4,0.0,3.0,14,6,50.0,68.9,87.9,66.3,1,1,1,1,67.88,HIGH
Student_328,486,91.4,35.6,0.188,1,38,4,7.0,3,2.1,0.5,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_329,486,46.0,36.7,0.095,1,38,24,41.5,3,5.6,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,11.8,0.0,3,0,50.0,50.0,54.5,50.0,1,1,1,1,50.9,HIGH
Student_330,400,275.7,85.7,0.689,2,8,22,92.2,6,10.7,10.1,23.7,31.6,0.0,0.0,10.4,0.0,0.0,0.0,5.7,8,3,60.6,78.8,79.3,74.7,1,1,1,1,73.62,HIGH
Student_331,400,78.3,60.4,0.196,1,19,22,90.5,4,0.0,12.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,16.6,48.3,4,0,50.0,50.0,57.4,59.4,1,1,1,1,55.24,HIGH
Student_332,400,57.6,32.7,0.144,0,37,11,34.5,5,5.5,17.3,0.0,0.0,2.5,0.0,0.0,3.0,6.3,0.0,0.0,9,3,50.0,55.5,50.0,0.0,1,1,1,0,31.1,HIGH
Student_333,240,0.8,7.4,0.003,0,25,12,23.7,2,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11,3,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_334,200,44.2,51.7,0.221,0,14,53,192.6,6,0.0,0.0,0.0,0.0,33.5,67.1,48.5,14.2,0.0,11.2,18.1,6,3,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_335,300,130.7,80.0,0.436,2,7,64,169.2,6,0.0,36.2,36.4,0.0,0.0,41.7,0.0,0.0,15.6,34.0,5.3,0,0,63.9,81.7,71.1,95.4,1,1,1,1,81.5,MEDIUM
Student_336,600,117.9,50.6,0.196,7,39,32,68.9,5,8.3,0.0,0.0,0.0,0.0,6.0,7.7,0.0,11.0,0.0,36.0,4,1,50.0,50.0,59.4,0.0,1,1,1,0,31.88,HIGH
Student_337,400,34.0,34.0,0.085,2,35,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_338,200,80.0,64.0,0.4,1,9,16,62.7,2,0.0,24.9,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,50.0,62.0,66.3,79.6,1,1,1,1,67.5,HIGH
Student_339,200,2.5,20.0,0.012,1,20,5,13.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_340,400,92.2,40.4,0.23,1,28,26,83.4,2,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.0,0.0,68.6,0.0,19,10,50.0,78.2,54.1,56.7,1,1,1,1,59.14,HIGH
Student_341,300,89.3,54.1,0.298,0,17,33,78.4,5,0.0,16.4,33.5,9.3,11.9,0.0,0.0,0.0,7.3,0.0,0.0,3,1,50.0,55.8,52.6,50.0,1,1,1,1,51.68,HIGH
Student_342,600,271.4,69.8,0.452,2,26,20,55.1,4,0.0,0.0,36.3,1.6,13.9,0.0,3.3,0.0,0.0,0.0,0.0,14,3,50.0,80.1,74.5,58.4,1,1,1,1,64.28,HIGH
Student_343,300,161.1,80.5,0.537,0,8,75,254.3,9,3.0,41.9,23.7,0.0,79.3,14.8,32.0,8.5,0.0,26.1,25.1,27,8,67.9,72.1,70.5,88.1,1,1,1,1,77.34,MEDIUM
Student_344,600,493.0,95.5,0.822,7,4,63,260.8,6,0.0,20.7,32.8,107.8,0.0,0.0,0.0,25.1,19.8,0.0,54.7,3,1,95.4,95.8,95.9,98.6,1,1,1,1,96.86,LOW
Student_345,200,53.0,57.1,0.265,0,12,19,28.7,5,0.0,0.0,0.0,12.8,4.4,3.3,4.4,0.0,0.0,3.8,0.0,5,2,50.0,54.9,60.6,50.0,1,1,1,1,53.1,HIGH
Student_346,300,97.0,58.1,0.323,2,18,24,44.1,6,0.0,3.9,11.4,0.0,3.4,6.9,0.0,13.8,0.0,4.6,0.0,2,0,50.0,50.0,56.1,65.3,1,1,1,1,57.34,HIGH
Student_347,240,44.0,38.7,0.183,3,19,17,42.0,6,10.5,17.2,0.0,5.5,4.0,0.0,0.0,0.0,0.0,0.3,4.4,3,1,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_348,240,8.2,14.3,0.034,0,24,2,6.8,2,0.0,0.0,0.0,0.0,0.0,2.7,0.0,4.1,0.0,0.0,0.0,5,2,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_349,240,149.7,96.6,0.624,0,1,60,181.7,6,0.0,40.9,0.0,54.6,50.6,8.6,0.0,0.0,8.9,0.0,18.1,11,4,99.7,92.6,92.2,100.0,1,1,1,1,96.9,LOW
Student_350,600,23.4,17.3,0.039,3,62,2,4.2,3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,3,0,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_351,200,63.8,52.0,0.319,0,12,10,37.8,4,0.0,0.0,9.0,0.0,0.0,0.0,14.5,0.0,7.6,0.0,6.7,26,11,50.0,68.3,85.5,64.7,1,1,1,1,66.64,HIGH
Student_352,200,95.9,72.0,0.48,0,7,77,239.9,5,74.4,79.4,0.0,0.0,47.8,0.0,7.4,30.8,0.0,0.0,0.0,3,1,59.3,68.4,75.6,78.7,1,1,1,1,72.14,HIGH
Student_353,486,21.1,21.5,0.043,2,51,33,62.9,3,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,0.0,8.6,18.9,3,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_354,200,152.5,74.1,0.762,0,7,25,71.9,6,0.0,17.6,0.0,3.6,22.1,5.0,0.0,21.3,2.4,0.0,0.0,8,4,50.0,73.3,74.6,82.8,1,1,1,1,72.7,HIGH
Student_355,300,231.3,100.0,0.771,0,0,46,199.4,8,14.8,0.0,0.0,38.0,9.8,53.1,0.0,8.6,31.9,4.8,38.3,14,4,99.9,77.7,80.5,84.9,1,1,1,1,85.58,LOW
Student_356,200,125.1,82.1,0.626,0,5,60,288.7,6,0.0,7.6,0.0,92.1,0.0,0.0,34.1,0.0,46.9,41.2,66.8,8,3,83.0,87.0,85.7,95.8,1,1,1,1,89.46,LOW
Student_357,400,150.7,67.9,0.377,1,17,12,46.8,3,0.0,0.0,0.0,4.0,0.0,0.0,24.2,0.0,0.0,0.0,18.6,2,0,50.0,60.1,78.9,69.6,1,1,1,1,65.64,HIGH
Student_358,600,150.3,61.0,0.25,6,30,8,16.4,3,0.0,9.9,5.1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,11,3,50.0,51.7,59.2,0.0,1,1,1,0,32.18,HIGH
Student_359,240,48.3,51.7,0.201,0,14,27,133.2,6,0.0,15.6,29.8,22.3,0.0,0.0,25.4,0.0,2.1,0.0,37.9,15,9,50.0,61.7,62.0,57.9,1,1,1,1,57.9,HIGH
Student_360,486,347.2,80.4,0.714,3,11,77,271.9,9,23.5,37.8,29.9,19.6,7.1,54.2,21.2,6.3,72.4,0.0,0.0,3,0,78.1,99.1,75.4,95.0,1,1,1,1,88.52,LOW
Student_361,400,106.6,50.0,0.266,3,29,17,55.6,5,0.0,0.0,0.0,15.9,0.0,4.5,6.4,0.0,0.0,25.6,3.2,6,3,50.0,62.5,60.3,0.0,1,1,1,0,34.56,HIGH
Student_362,200,30.2,44.0,0.151,2,14,19,45.8,6,0.0,0.0,0.0,14.5,0.0,4.5,10.3,11.7,2.3,2.4,0.0,8,2,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_363,400,259.6,91.8,0.649,0,4,31,103.9,3,0.0,0.0,7.2,71.7,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6,1,63.1,69.4,73.1,80.5,1,1,1,1,73.32,HIGH
